"ID" "Mean" "Parity" "Sex" "Herd" "YearSeason" "dam" "BirthWeight" "DAY115" "BF115" "LMA115" "LEAN115"
"DDTCZZC17217855" 1 2 "母" "育1" 174 "DDTCZZC16209590" 1.7 176.02 13.09 NA NA
"DDTCZZC14200322" 1 0 "公" "育1" 141 "DDTCZZC13020339" 1.55 172.98 14.75 NA NA
"DDTCZZC18218858" 1 4 "母" "育2" 183 "DDTCZZC16209095" 0.8 206.46 8.47 NA NA
"DDTCZZC18216509" 1 2 "母" "育3" 181 "DDTCZZC17214369" 1.8 185.12 9.58 NA NA
"DDTCZZC19226187" 1 3 "公" "测04" 193 "DDTCZZC17217611" 1.3 166 12.4 26.39 49.75
"DDTCZZC17217041" 1 1 "公" "育3" 173 "DDTCZZC16208553" 1.7 174.8 10.08 NA NA
"DDTCZZC15203396" 1 4 "公" "育1" 151 "DDTCZZC13020378" 2.35 147.74 10.43 NA NA
"DDTCZZC17211315" 1 6 "公" "育1" 173 "DDTCZZC14201185" 1.9 161.94 10.15 NA NA
"DDTCZZC14200339" 1 0 "母" "育1" 141 "DDTCZZC13020411" 0 164.44 9.84 NA NA
"DDTCZZC18218867" 1 2 "母" "育2" 183 "DDTCZZC17214006" 1.8 227.65 9.04 NA NA
"DDTCZZC18218138" 1 1 "公" "育1" 182 "DDTCZZC17213501" 1.6 185.11 6.99 NA NA
"DDTCZZC14201186" 1 0 "母" "育1" 143 "DDTCZZC13020348" 1.7 170.2 12.67 NA NA
"DDTCZZC14202025" 1 0 "公" "育1" 144 "DDTCZZC13020487" 1.45 154.82 13.03 NA NA
"DDTCZZC17213308" 1 3 "公" "育1" 172 "DDTCZZC15202725" 1.6 160.97 9.2 NA NA
"DDTCZZC18219376" 1 1 "母" "育2" 183 "DDTCZZC17217037" 1.2 182.48 10.38 NA NA
"DDTCZZC18217211" 1 4 "公" "育3" 184 "DDTCZZC15202792" 1.8 179.28 10.25 NA NA
"DDTCZZC16209759" 1 0 "母" "育1" 162 "DDTCZZC15203476" 0 152.98 10.18 NA NA
"DDTCZZC16212377" 1 0 "母" "育1" 164 "DDTCZZC15203298" 1.5 195.34 9.07 NA NA
"DDTCZZC18216227" 1 3 "公" "育3" 182 "DDTCZZC16214701" 1.4 191.52 10.86 NA NA
"DDTCZZC17211385" 1 4 "公" "育1" 173 "DDTCZZC15203245" 1.5 189.76 9.5 NA NA
"DDTCZZC18216973" 1 2 "母" "育1" 181 "DDTCZZC16210636" 1.4 188.13 9.3 NA NA
"DDTCZZC17210912" 1 5 "母" "育1" 172 "DDTCZZC15201788" 1.2 202.21 10.33 NA NA
"DDTCZZC18218708" 1 1 "公" "育2" 183 "DDTCZZC17217780" 1.8 164.63 8.15 27.77 51.77
"DDTCZZC17211639" 1 3 "母" "育1" 172 "DDTCZZC15206453" 1.4 187.7 12.32 NA NA
"DDTCZZC15202988" 1 0 "母" "育1" 151 "DDTCZZC13020342" 1.35 168.75 15.84 NA NA
"DDTCZZC17211302" 1 5 "母" "育1" 173 "DDTCZZC15201481" 1.6 204.44 10.58 NA NA
"DDTCZZC17211366" 1 1 "公" "育1" 173 "DDTCZZC16208302" 1.8 148.68 10.13 NA NA
"DDTCZZC15202243" 1 1 "公" "育1" 152 "DDTCZZC14200039" 1.6 167.71 10.55 NA NA
"DDTCZZC15203416" 1 4 "公" "育1" 152 "DDTCZZC13020331" 1.7 165.03 9.24 NA NA
"DDTCZZC15201389" 1 0 "母" "育1" 154 "DDTCZZC13020422" 1.65 182.58 11.81 NA NA
"DDTCZZC17214263" 1 5 "母" "育1" 171 "DDTCZZC14201185" 1.9 163.77 12.66 NA NA
"DDTCZZC14200087" 1 0 "公" "育1" 141 "DDTCZZC13020356" 1 159.28 12.7 NA NA
"DDTCZZC18218441" 1 2 "母" "育2" 182 "DDTCZZC16207866" 1.2 245.5 11.24 NA NA
"DDTCZZC15202073" 1 3 "公" "育1" 154 "DDTCZZC13020379" 1.55 162.98 14.32 NA NA
"DDTCZZC18219259" 1 3 "母" "育3" 183 "DDTCZZC17211052" 1.6 209.57 8.39 NA NA
"DDTCZZC17213167" 1 4 "公" "育1" 173 "DDTCZZC15203240" 1.1 174.24 9.94 NA NA
"DDTCZZC16207120" 1 4 "母" "育1" 162 "DDTCZZC14200075" 0.8 201.28 11.93 NA NA
"DDTCZZC18210834" 1 5 "公" "育3" 184 "DDTCZZC15203146" 1.4 191.91 10.68 28.5 51.18
"DDTCZZC19227026" 1 3 "母" "育肥02" 193 "DDTCZZC17217577" 1.3 152.76 13.31 29.64 50.7
"DDTCZZC14200335" 1 0 "母" "育1" 141 "DDTCZZC13020344" 1.4 182.31 13 NA NA
"DDTCZZC18220759" 1 2 "公" "育1" 184 "DDTCZZC17212909" 2 151.92 8.36 21.08 49.07
"DDTCZZC17211724" 1 3 "公" "育1" 171 "DDTCZZC15201923" 1.8 172.12 13.42 NA NA
"DDTCZZC17211112" 1 4 "公" "育3" 173 "DDTCZZC15202811" 1.2 191.37 12.12 NA NA
"DDTCZZC17212856" 1 1 "母" "育1" 173 "DDTCZZC16208230" 1.9 216.06 7.78 NA NA
"DDTCZZC17214680" 1 5 "母" "育1" 173 "DDTCZZC15202416" 1.3 205.98 11.54 NA NA
"DDTCZZC18220790" 1 1 "公" "育1" 184 "DDTCZZC17217578" 1.5 182.08 8.12 27.71 51.76
"DDTCZZC15202544" 1 2 "母" "育1" 152 "DDTCZZC14200077" 1.9 163.8 9.14 NA NA
"DDTCZZC18216480" 1 3 "公" "育3" 182 "DDTCZZC16207302" 2 155.68 9.64 NA NA
"DDTCZZC17210213" 1 1 "公" "育1" 172 "DDTCZZC16207072" 1.7 157.73 11.41 NA NA
"DDTCZZC18210341" 1 2 "母" "育1" 184 "DDTCZZC16208557" 2.1 192.55 11.14 NA NA
"DDTCZZC16207787" 1 0 "母" "育1" 162 "DDTCZZC15204969" 1.3 165.58 9.96 NA NA
"DDTCZZC17212781" 1 5 "母" "育1" 174 "DDTCZZC14200924" 1.6 166.34 14.06 NA NA
"DDTCZZC16211508" 1 0 "母" "育1" 163 "DDTCZZC15201788" 1.3 182.44 9.37 NA NA
"DDTCZZC17212976" 1 1 "公" "育1" 172 "DDTCZZC16208928" 1.3 189.15 11.03 NA NA
"DDTCZZC16209412" 1 0 "公" "育1" 162 "DDTCZZC15201927" 1.5 154.91 14.81 NA NA
"DDTCZZC17217192" 1 2 "母" "育2" 173 "DDTCZZC16208995" 1.7 206.07 9.35 NA NA
"DDTCZZC15206772" 1 1 "母" "育1" 153 "DDTCZZC14201189" 2.1 171.62 10.98 NA NA
"DDTCZZC15202993" 1 1 "公" "育1" 151 "DDTCZZC14200300" 1.65 158.26 10.58 NA NA
"DDTCZZC17210064" 1 5 "公" "育1" 172 "DDTCZZC14201562" 1.5 186.07 12.7 NA NA
"DDTCZZC15202305" 1 4 "母" "育1" 152 "DDTCZZC13020331" 1.5 168.99 11.48 NA NA
"DDTCZZC16207119" 1 4 "母" "育1" 162 "DDTCZZC14200075" 1 169.03 13.46 NA NA
"DDTCZZC14202043" 1 0 "公" "育1" 144 "DDTCZZC13020435" 1.35 150.22 16.76 NA NA
"DDTCZZC18215292" 1 5 "公" "育3" 184 "DDTCZZC15203184" 1.9 182.02 12.25 NA NA
"DDTCZZC18215775" 1 6 "公" "育3" 181 "DDTCZZC15202249" 1.2 183.94 11.65 NA NA
"DDTCZZC17214180" 1 3 "母" "育1" 171 "DDTCZZC15204929" 1.6 172.15 10.09 NA NA
"DDTCZZC17217593" 1 6 "母" "育1" 174 "DDTCZZC15202123" 1.4 177.01 13.4 NA NA
"DDTCZZC16208664" 1 1 "公" "育1" 162 "DDTCZZC15203191" 2.4 158.21 11.66 NA NA
"DDTCZZC17214842" 1 4 "母" "育1" 174 "DDTCZZC15201454" 0.8 197.57 14.05 NA NA
"DDTCZZC19227076" 1 2 "母" "育肥02" 193 "DDTCZZC18216554" 1.6 156.89 12.62 26.94 49.88
"DDTCZZC15202534" 1 0 "公" "育1" 152 "DDTCZZC14200167" 1.4 167.52 10.88 NA NA
"DDTCZZC18219065" 1 1 "母" "育1" 182 "DDTCZZC17213170" 1.1 198.78 9.32 NA NA
"DDTCZZC18216457" 1 2 "母" "育3" 181 "DDTCZZC17212716" 1.5 195.68 12.19 NA NA
"DDTCZZC15202374" 1 4 "母" "育1" 152 "DDTCZZC13020439" 1.2 169.61 12.92 NA NA
"DDTCZZC17214827" 1 4 "公" "育1" 174 "DDTCZZC14201562" 1.8 155.6 12.63 NA NA
"DDTCZZC17213467" 1 5 "公" "育1" 171 "DDTCZZC14201143" 2.4 177.89 11.53 NA NA
"DDTCZZC16209095" 1 2 "母" "育1" 162 "DDTCZZC15201739" 1.8 155.5 11.05 NA NA
"DDTCZZC14200164" 1 0 "公" "育1" 141 "DDTCZZC13020374" 1.3 161.19 14.41 NA NA
"DDTCZZC16212319" 1 0 "母" "育1" 164 "DDTCZZC15201448" 1.5 173.1 12.3 NA NA
"DDTCZZC16209081" 1 2 "母" "育1" 162 "DDTCZZC15202416" 1.6 168.75 9.13 NA NA
"DDTCZZC17210537" 1 2 "公" "育1" 174 "DDTCZZC15202769" 1.7 181.59 11.55 NA NA
"DDTCZZC16207160" 1 0 "母" "育1" 162 "DDTCZZC15201695" 1.2 200.11 9.63 NA NA
"DDTCZZC16208159" 1 0 "公" "育3" 162 "DDTCZZC15203104" 1.4 155.91 9.8 NA NA
"DDTCZZC16209790" 1 0 "母" "育1" 162 "DDTCZZC14203656" 0 168.14 9.69 NA NA
"DDTCZZC15203050" 1 1 "公" "育1" 153 "DDTCZZC14201141" 1.5 160.44 11.05 NA NA
"DDTCZZC15201616" 1 1 "公" "育1" 151 "DDTCZZC14200202" 1.4 179.7 13.34 NA NA
"DDTCZZC16207430" 1 0 "母" "育1" 162 "DDTCZZC15201606" 0.9 174.02 14.5 NA NA
"DDTCZZC17211926" 1 6 "公" "育1" 171 "DDTCZZC14200402" 1.7 182.69 11.41 NA NA
"DDTCZZC17217120" 1 4 "公" "育2" 173 "DDTCZZC15206712" 1.1 183.72 13.48 NA NA
"DDTCZZC17214110" 1 3 "公" "育1" 171 "DDTCZZC15203072" 1.7 182.52 15.23 NA NA
"DDTCZZC19227087" 1 3 "公" "测01" 193 "DDTCZZC17217591" 1.3 155.38 11.71 23.85 48.99
"DDTCZZC18216077" 1 3 "公" "育3" 184 "DDTCZZC16209112" 1.6 210.55 10.03 NA NA
"DDTCZZC15203400" 1 4 "母" "育1" 151 "DDTCZZC13020378" 2.6 171.62 8.43 NA NA
"DDTCZZC15203061" 1 2 "母" "育1" 152 "DDTCZZC14200448" 1.9 164.78 9.66 NA NA
"DDTCZZC14203599" 1 0 "母" "育1" 142 "DDTCZZC13020394" 1.35 168.28 13.75 NA NA
"DDTCZZC16207980" 1 2 "公" "育3" 163 "DDTCZZC15204606" 1.6 182.85 9.55 NA NA
"DDTCZZC15203011" 1 1 "母" "育1" 152 "DDTCZZC14203690" 1.45 184.86 12.73 NA NA
"DDTCZZC17212425" 1 5 "母" "育1" 172 "DDTCZZC15201777" 0.9 195.69 10.65 NA NA
"DDTCZZC15202342" 1 4 "公" "育1" 152 "DDTCZZC13020377" 1.68 157.48 7.96 NA NA
"DDTCZZC16208146" 1 0 "公" "育3" 162 "DDTCZZC15204695" 1.7 163.08 10.66 NA NA
"DDTCZZC15204671" 1 1 "母" "育1" 151 "DDTCZZC14200440" 1.45 199.47 10.87 NA NA
"DDTCZZC17210438" 1 3 "公" "育1" 171 "DDTCZZC15203235" 1.6 182.06 8.74 NA NA
"DDTCZZC15202436" 1 1 "母" "育1" 151 "DDTCZZC14200246" 1.05 194.95 11.67 NA NA
"DDTCZZC14200880" 1 0 "母" "育1" 142 "DDTCZZC13020356" 1.45 175.2 13.04 NA NA
"DDTCZZC16207870" 1 2 "公" "育1" 164 "DDTCZZC15202811" 1.3 166.92 10.57 NA NA
"DDTCZZC14200114" 1 0 "母" "育1" 141 "DDTCZZC13020435" 1.05 175.33 14.64 NA NA
"DDTCZZC18216517" 1 2 "公" "育3" 181 "DDTCZZC17214405" 1.4 185.36 12.75 NA NA
"DDTCZZC14200477" 1 0 "母" "育1" 141 "DDTCZZC13020375" 1.05 184.55 14.74 NA NA
"DDTCZZC19226141" 1 2 "公" "测04" 193 "DDTCZZC18216770" 1.3 161.29 9.79 28.99 51.68
"DDTCZZC18216892" 1 6 "公" "育1" 182 "DDTCZZC15206892" 1.4 184.86 8.54 NA NA
"DDTCZZC15202082" 1 3 "公" "育1" 154 "DDTCZZC13020379" 0.8 190.6 16.22 NA NA
"DDTCZZC17214350" 1 4 "公" "育1" 171 "DDTCZZC15202122" 1.5 172.32 9.38 NA NA
"DDTCZZC15202957" 1 1 "母" "育1" 151 "DDTCZZC14200387" 1.2 172.81 11.43 NA NA
"DDTCZZC15203206" 1 1 "母" "育1" 152 "DDTCZZC14200925" 1.7 165.23 10.59 NA NA
"DDTCZZC17212506" 1 2 "母" "育1" 174 "DDTCZZC15203147" 1.6 170 6.68 NA NA
"DDTCZZC18220138" 1 2 "母" "育1" 184 "DDTCZZC17210066" 1.8 184.47 10.67 NA NA
"DDTCZZC14200683" 1 0 "母" "育1" 141 "DDTCZZC13020390" 0 172.37 10.15 NA NA
"DDTCZZC18215433" 1 2 "母" "育3" 181 "DDTCZZC17211048" 1.5 203.95 10.58 NA NA
"DDTCZZC18215392" 1 5 "母" "育1" 184 "DDTCZZC15204929" 1.4 232.11 9.74 NA NA
"DDTCZZC15202899" 1 1 "母" "育1" 152 "DDTCZZC14203699" 1.25 163.29 12.56 NA NA
"DDTCZZC17214196" 1 3 "母" "育1" 171 "DDTCZZC15203266" 2.1 183.75 9.6 NA NA
"DDTCZZC14200167" 1 0 "母" "育1" 141 "DDTCZZC13020407" 0 157.48 12.18 NA NA
"DDTCZZC17213279" 1 1 "公" "育3" 173 "DDTCZZC16212111" 1.3 181.57 12.11 NA NA
"DDTCZZC18210837" 1 5 "公" "育2" 184 "DDTCZZC15203146" 1.3 180.44 12.38 21.11 47.68
"DDTCZZC17214126" 1 1 "母" "育1" 171 "DDTCZZC16208730" 1.5 191.82 9.09 NA NA
"DDTCZZC16207355" 1 3 "公" "育3" 163 "DDTCZZC14201562" 1.3 157.42 8.91 NA NA
"DDTCZZC15204435" 1 1 "公" "育1" 151 "DDTCZZC14200390" 1.2 166.56 16.33 NA NA
"DDTCZZC15203777" 1 3 "母" "育1" 154 "DDTCZZC13020346" 1.05 193.78 11.86 NA NA
"DDTCZZC18216664" 1 2 "公" "育3" 181 "DDTCZZC17211052" 1.4 212.03 9.27 NA NA
"DDTCZZC18215563" 1 1 "公" "育1" 182 "DDTCZZC17212921" 1.4 183.32 11.08 NA NA
"DDTCZZC17217032" 1 1 "公" "育3" 173 "DDTCZZC16210678" 1.5 169.4 10.49 NA NA
"DDTCZZC18215596" 1 6 "公" "育3" 182 "DDTCZZC15203061" 1.4 220.05 9.03 NA NA
"DDTCZZC16208996" 1 2 "母" "育1" 162 "DDTCZZC15201777" 0 159.63 12.21 NA NA
"DDTCZZC17214617" 1 1 "公" "育1" 173 "DDTCZZC16214793" 1.9 150 8.44 NA NA
"DDTCZZC14203666" 1 0 "公" "育1" 142 "DDTCZZC13020427" 1.9 151.56 11.73 NA NA
"DDTCZZC17207860" 1 0 "公" "育1" 174 "DDTCZZC14201503" 1.7 166 9.5 NA NA
"DDTCZZC17217436" 1 4 "母" "育1" 174 "DDTCZZC15206785" 1.4 222.56 14.5 NA NA
"DDTCZZC16212044" 1 0 "公" "育3" 163 "DDTCZZC14200402" 1.5 166.45 9.89 NA NA
"DDTCZZC16209839" 1 3 "公" "育3" 163 "DDTCZZC15203701" 1.4 164.09 7.45 NA NA
"DDTCZZC17210453" 1 3 "公" "育1" 171 "DDTCZZC15203245" 1.6 166.97 9.84 NA NA
"DDTCZZC17217858" 1 2 "母" "育1" 174 "DDTCZZC16209590" 1.6 210.09 10.85 NA NA
"DDTCZZC17211613" 1 4 "公" "育1" 172 "DDTCZZC15203465" 1.6 163.11 10.41 NA NA
"DDTCZZC15203421" 1 4 "母" "育1" 152 "DDTCZZC13020435" 1.75 176.97 10.62 NA NA
"DDTCZZC16208579" 1 1 "公" "育3" 163 "DDTCZZC15206868" 1.8 154.91 12.23 NA NA
"DDTCZZC18218897" 1 2 "母" "育2" 183 "DDTCZZC17213491" 1.7 160.28 8.2 NA NA
"DDTCZZC18215927" 1 2 "公" "育3" 181 "DDTCZZC16209940" 1.3 197.12 10.85 NA NA
"DDTCZZC17213538" 1 1 "公" "育1" 172 "DDTCZZC16208675" 2.1 172.67 9.39 NA NA
"DDTCZZC17212685" 1 0 "母" "育1" 174 "DDTCZZC14201503" 1.6 187.34 7.22 NA NA
"DDTCZZC15202240" 1 4 "母" "育1" 152 "DDTCZZC13020385" 1.55 151.78 10.16 NA NA
"DDTCZZC17217543" 1 5 "母" "育1" 174 "DDTCZZC15202249" 0.9 224 11.85 NA NA
"DDTCZZC14200930" 1 0 "公" "育1" 142 "DDTCZZC13020333" 1.2 164.53 14.03 NA NA
"DDTCZZC15202197" 1 3 "母" "育1" 154 "DDTCZZC13020333" 1.25 167.7 12.1 NA NA
"DDTCZZC14200284" 1 0 "母" "育1" 141 "DDTCZZC13020349" 1.4 167.36 12.79 NA NA
"DDTCZZC18215329" 1 3 "公" "育3" 181 "DDTCZZC16208735" 1.9 208.92 9.46 NA NA
"DDTCZZC18216465" 1 3 "母" "育3" 181 "DDTCZZC16208162" 1.4 180.54 10.67 NA NA
"DDTCZZC15206541" 1 0 "公" "育1" 153 "DDTCZZC14201503" 1.5 162.99 11.1 NA NA
"DDTCZZC15201763" 1 3 "母" "育1" 154 "DDTCZZC130A0425" 1.8 170.76 12.73 NA NA
"DDTCZZC16212299" 1 0 "母" "育1" 164 "DDTCZZC15201665" 1.3 209.04 10.47 NA NA
"DDTCZZC18215543" 1 1 "母" "育1" 182 "DDTCZZC17212440" 1.6 176.25 9.99 NA NA
"DDTCZZC17210212" 1 1 "母" "育1" 172 "DDTCZZC16207072" 1.7 184.31 9.61 NA NA
"DDTCZZC18218399" 1 2 "母" "育3" 182 "DDTCZZC17211964" 1 208.35 12.97 NA NA
"DDTCZZC16210678" 1 1 "母" "育3" 163 "DDTCZZC15202792" 1.6 166.77 8.34 NA NA
"DDTCZZC14200166" 1 0 "公" "育1" 141 "DDTCZZC13020407" 2.05 160.24 11.97 NA NA
"DDTCZZC15201969" 1 1 "母" "育1" 153 "DDTCZZC14200897" 0.7 186 13.23 NA NA
"DDTCZZC15202689" 1 1 "母" "育1" 152 "DDTCZZC14201264" 1.65 156.39 8.92 NA NA
"DDTCZZC15202752" 1 2 "公" "育1" 153 "DDTCZZC14200076" 1.7 153.71 9.61 NA NA
"DDTCZZC18215717" 1 3 "公" "育3" 181 "DDTCZZC16207050" 1.5 214.29 10.66 NA NA
"DDTCZZC18215184" 1 1 "母" "育2" 181 "DDTCZZC17213441" 1.6 192.96 11.02 NA NA
"DDTCZZC15202775" 1 0 "公" "育1" 153 "DDTCZZC14200371" 1.7 158.01 10.58 NA NA
"DDTCZZC17213936" 1 4 "公" "育1" 174 "DDTCZZC15201484" 1.3 165.47 10.93 NA NA
"DDTCZZC17211970" 1 4 "母" "育1" 171 "DDTCZZC15201788" 1.1 192.95 10.38 NA NA
"DDTCZZC17211386" 1 4 "公" "育1" 173 "DDTCZZC15203245" 1.7 169.22 10.09 NA NA
"DDTCZZC17213594" 1 6 "公" "育1" 172 "DDTCZZC14200925" 1.7 173.69 11.12 NA NA
"DDTCZZC18219169" 1 2 "母" "育2" 182 "DDTCZZC17214189" 1.8 207.62 8.01 NA NA
"DDTCZZC18219055" 1 1 "母" "育3" 182 "DDTCZZC17210949" 1.4 215.57 8.19 NA NA
"DDTCZZC17213324" 1 5 "母" "育1" 172 "DDTCZZC14202018" 1.4 179.91 13.69 NA NA
"DDTCZZC14200834" 1 0 "公" "育1" 142 "DDTCZZC13020490" 1.75 153.04 14.79 NA NA
"DDTCZZC14200792" 1 0 "公" "育1" 141 "DDTCZZC13020373" 1.6 165.03 15.62 NA NA
"DDTCZZC17213007" 1 4 "公" "育1" 171 "DDTCZZC15202428" 1.3 176.82 11.76 NA NA
"DDTCZZC14200252" 1 0 "公" "育1" 141 "DDTCZZC13020340" 0.85 167.48 10.71 NA NA
"DDTCZZC18215414" 1 6 "公" "育3" 181 "DDTCZZC14200925" 1.5 174.45 8.42 18.51 48.04
"DDTCZZC15202769" 1 2 "母" "育1" 153 "DDTCZZC14200511" 1.6 177.21 11.27 NA NA
"DDTCZZC14201526" 1 0 "母" "育1" 143 "DDTCZZC13020393" 1.85 176.67 15.96 NA NA
"DDTCZZC14203570" 1 0 "母" "育1" 142 "DDTCZZC13020385" 1.15 206.38 14.28 NA NA
"DDTCZZC18218404" 1 1 "公" "育3" 182 "DDTCZZC17211401" 2 191.87 10.9 NA NA
"DDTCZZC18218743" 1 1 "公" "育2" 183 "DDTCZZC17217154" 1.3 162.58 11.6 27.83 50.59
"DDTCZZC18218940" 1 1 "母" "育1" 184 "DDTCZZC17217122" 1.6 188.42 10.22 NA NA
"DDTCZZC17217085" 1 5 "母" "育2" 173 "DDTCZZC15201651" 1.8 239.33 9.89 NA NA
"DDTCZZC15205935" 1 5 "公" "育1" 153 "DDTCZZC13020446" 1.9 159.43 8.35 NA NA
"DDTCZZC15203750" 1 3 "公" "育1" 154 "DDTCZZC13020360" 2.1 159.28 10.5 NA NA
"DDTCZZC15202596" 1 4 "公" "育1" 152 "DDTCZZC13020346" 1.5 175.59 8.27 NA NA
"DDTCZZC18215445" 1 1 "公" "育3" 181 "DDTCZZC17211458" 1.7 163.56 9.9 NA NA
"DDTCZZC15201694" 1 1 "母" "育1" 151 "DDTCZZC14200071" 1.15 174.12 13.37 NA NA
"DDTCZZC18217493" 1 5 "公" "育3" 184 "DDTCZZC15204605" 2.1 186.22 12.94 NA NA
"DDTCZZC16207745" 1 1 "公" "育1" 162 "DDTCZZC15201985" 1.4 168.64 10.2 NA NA
"DDTCZZC18216378" 1 1 "母" "育2" 181 "DDTCZZC17213437" 1.5 229.14 17.39 NA NA
"DDTCZZC16207232" 1 0 "母" "育1" 161 "DDTCZZC15202122" 0 168.45 9.49 NA NA
"DDTCZZC18219848" 1 1 "公" "育2" 183 "DDTCZZC17217749" 1.1 182.15 8.68 NA NA
"DDTCZZC16208973" 1 2 "母" "育1" 162 "DDTCZZC15201788" 1.4 174.57 8.56 NA NA
"DDTCZZC16207363" 1 3 "公" "育3" 163 "DDTCZZC14202020" 1.7 159.81 9.84 NA NA
"DDTCZZC17211747" 1 3 "母" "育1" 171 "DDTCZZC15203147" 1.7 167.78 10.81 NA NA
"DDTCZZC18218868" 1 2 "母" "育2" 183 "DDTCZZC17214006" 1.7 234.44 9.1 NA NA
"DDTCZZC15204053" 1 1 "母" "育1" 151 "DDTCZZC14200497" 1.1 203.78 11.63 NA NA
"DDTCZZC16207349" 1 3 "公" "育3" 163 "DDTCZZC14201562" 1.7 172.25 9.81 NA NA
"DDTCZZC14201242" 1 0 "母" "育1" 142 "DDTCZZC13020489" 0 152.28 12.84 NA NA
"DDTCZZC18219468" 1 2 "母" "育3" 183 "DDTCZZC17211458" 2 160.34 9.21 NA NA
"DDTCZZC18220498" 1 1 "公" "育2" 183 "DDTCZZC17217367" 1.6 162.64 7.96 27.57 51.76
"DDTCZZC18216385" 1 2 "母" "育3" 181 "DDTCZZC16214978" 1.6 199.79 13.01 NA NA
"DDTCZZC19226122" 1 3 "母" "育肥03" 193 "DDTCZZC17217062" 1.6 155.86 9.4 29.68 52.09
"DDTCZZC18216514" 1 2 "母" "育3" 181 "DDTCZZC17214405" 1.7 178.21 9.72 NA NA
"DDTCZZC16209793" 1 0 "母" "育1" 162 "DDTCZZC14203656" 0 195.57 7.8 NA NA
"DDTCZZC17217848" 1 2 "公" "育1" 174 "DDTCZZC16209590" 1.4 182.44 10.71 NA NA
"DDTCZZC16208714" 1 0 "公" "育1" 162 "DDTCZZC14200483" 0 145.33 8.88 NA NA
"DDTCZZC15203719" 1 0 "公" "育1" 154 "DDTCZZC13020388" 1.85 173.71 11.78 NA NA
"DDTCZZC14200282" 1 0 "母" "育1" 141 "DDTCZZC13020349" 1.65 182.64 12.9 NA NA
"DDTCZZC17217524" 1 1 "公" "育3" 174 "DDTCZZC16207856" 1.2 211.4 11.41 NA NA
"DDTCZZC18220489" 1 1 "公" "育2" 183 "DDTCZZC17217121" 1.8 181.19 8.43 24.54 50.41
"DDTCZZC15203332" 1 4 "母" "育1" 151 "DDTCZZC13020434" 1.7 158.72 11.9 NA NA
"DDTCZZC18216649" 1 3 "公" "育3" 181 "DDTCZZC16208928" 2 185.7 10.81 NA NA
"DDTCZZC16208644" 1 0 "公" "育1" 162 "DDTCZZC14200039" 1 188.51 9.12 NA NA
"DDTCZZC15202802" 1 1 "母" "育1" 152 "DDTCZZC14200886" 1.05 190.7 10.26 NA NA
"DDTCZZC17211807" 1 3 "母" "育1" 172 "DDTCZZC15205948" 1.3 193.33 15.77 NA NA
"DDTCZZC15202672" 1 1 "公" "育1" 152 "DDTCZZC14201263" 1.2 165.99 7.51 NA NA
"DDTCZZC17214887" 1 4 "公" "育1" 174 "DDTCZZC15201444" 1.3 171.64 9.19 NA NA
"DDTCZZC18215608" 1 2 "母" "育2" 181 "DDTCZZC16208280" 1.2 186.7 10.47 NA NA
"DDTCZZC14200510" 1 0 "公" "育1" 141 "DDTCZZC13020427" 1.25 170.26 15.09 NA NA
"DDTCZZC15203716" 1 3 "公" "育1" 154 "DDTCZZC13020391" 1.95 161.13 8.68 NA NA
"DDTCZZC18215615" 1 5 "母" "育2" 181 "DDTCZZC15202726" 1.6 185.27 11.89 NA NA
"DDTCZZC19226198" 1 4 "母" "育成07" 193 "DDTCZZC17211337" 1.2 162 10.7 30.86 52.1
"DDTCZZC18210826" 1 2 "公" "育3" 184 "DDTCZZC16208395" 2.1 178.46 8.65 NA NA
"DDTCZZC14200503" 1 0 "母" "育1" 141 "DDTCZZC13020432" 1.35 197.85 13 NA NA
"DDTCZZC16208696" 1 0 "母" "育1" 162 "DDTCZZC14200039" 1.6 162 11.55 NA NA
"DDTCZZC15204604" 1 0 "母" "育1" 151 "DDTCZZC13020490" 1.7 173.85 10.37 NA NA
"DDTCZZC17212851" 1 2 "公" "育3" 173 "DDTCZZC16207072" 2 154.63 16.53 NA NA
"DDTCZZC17211136" 1 1 "母" "育1" 173 "DDTCZZC16209940" 1.2 195.59 8.48 NA NA
"DDTCZZC17211338" 1 1 "公" "育1" 173 "DDTCZZC16208395" 1.4 189.33 8.78 NA NA
"DDTCZZC17217646" 1 2 "母" "育1" 174 "DDTCZZC16209577" 1.4 188.78 12.25 NA NA
"DDTCZZC17214490" 1 2 "母" "育1" 174 "DDTCZZC15204954" 1.4 181.19 11.42 NA NA
"DDTCZZC18218974" 1 3 "母" "育1" 184 "DDTCZZC17214392" 1.6 191.01 8.97 31.28 52.86
"DDTCZZC17213712" 1 3 "公" "育1" 171 "DDTCZZC15203275" 1.5 177.54 9.75 NA NA
"DDTCZZC16207683" 1 2 "母" "育1" 162 "DDTCZZC15201777" 0 160.71 9.18 NA NA
"DDTCZZC15204019" 1 0 "母" "育1" 151 "DDTCZZC13020370" 1.5 171.9 12.21 NA NA
"DDTCZZC16207649" 1 2 "公" "育1" 162 "DDTCZZC15203773" 1.6 166.54 8.93 NA NA
"DDTCZZC17213284" 1 1 "母" "育1" 173 "DDTCZZC16210655" 1.4 173.21 13.31 NA NA
"DDTCZZC18219015" 1 1 "母" "育2" 182 "DDTCZZC17211336" 1.3 199.31 8.98 NA NA
