"ID" "Mean" "Parity" "Sex" "Herd" "YearSeason" "dam" "BirthWeight" "DAY115" "BF115" "LMA115" "LEAN115"
"DDTCZZC18215066" 1 6 "母" "育1" 182 "DDTCZZC15204929" 1.7 191.37 10.87 NA NA
"DDTCZZC16209154" 1 0 "母" "育1" 162 "DDTCZZC14201086" 0 149.31 11.39 NA NA
"DDTCZZC14200332" 1 0 "公" "育1" 141 "DDTCZZC13020344" 1.8 163.06 13.75 NA NA
"DDTCZZC15204653" 1 1 "母" "育1" 151 "DDTCZZC14200504" 1.25 160.99 11.85 NA NA
"DDTCZZC18215264" 1 5 "母" "育2" 184 "DDTCZZC15202830" 1 215.11 13.15 NA NA
"DDTCZZC18210348" 1 2 "母" "育1" 184 "DDTCZZC16207340" 1.5 191.14 9.2 NA NA
"DDTCZZC14201551" 1 0 "公" "育1" 144 "DDTCZZC13020490" 1.3 158.01 12.38 NA NA
"DDTCZZC17212472" 1 1 "母" "育1" 172 "DDTCZZC16207513" 1.2 216.92 9.6 NA NA
"DDTCZZC17213158" 1 1 "公" "育1" 173 "DDTCZZC16210640" 0.9 185.76 8.34 NA NA
"DDTCZZC17211965" 1 4 "公" "育1" 171 "DDTCZZC15201788" 1.3 184.08 11.91 NA NA
"DDTCZZC17210226" 1 5 "公" "育1" 172 "DDTCZZC15201474" 1.7 161.6 11.38 NA NA
"DDTCZZC18216392" 1 1 "公" "育3" 181 "DDTCZZC17213046" 1.6 167.88 7.69 NA NA
"DDTCZZC15202543" 1 2 "母" "育1" 152 "DDTCZZC14200077" 1.9 159.03 7.88 NA NA
"DDTCZZC18215538" 1 4 "母" "育1" 182 "DDTCZZC16207277" 1.7 166.61 8.77 NA NA
"DDTCZZC17212843" 1 2 "母" "育1" 173 "DDTCZZC16207018" 1.2 206.04 11.12 NA NA
"DDTCZZC17214517" 1 4 "母" "育1" 174 "DDTCZZC15202180" 1.3 207.4 10.97 NA NA
"DDTCZZC17211431" 1 6 "母" "育1" 172 "DDTCZZC14200072" 1.2 190.65 12.57 NA NA
"DDTCZZC15204664" 1 0 "母" "育1" 151 "DDTCZZC14200404" 1.2 186 14.35 NA NA
"DDTCZZC17213960" 1 4 "母" "育1" 174 "DDTCZZC15202149" 1.6 188.76 10.33 NA NA
"DDTCZZC14200651" 1 0 "公" "育1" 141 "DDTCZZC13020364" 1.55 159.86 15.09 NA NA
"DDTCZZC18218759" 1 1 "公" "育2" 183 "DDTCZZC17217110" 1.4 167.47 7.41 32.3 53.81
"DDTCZZC18221885" 1 3 "公" "育1" 184 "DDTCZZC17213607" 1.5 203.8 9.43 28.66 51.67
"DDTCZZC14201155" 1 0 "母" "育1" 143 "DDTCZZC13020423" 0 176.74 9.66 NA NA
"DDTCZZC14203541" 1 0 "母" "育1" 142 "DDTCZZC13020437" 1.75 166.69 13.13 NA NA
"DDTCZZC18219162" 1 1 "公" "育3" 182 "DDTCZZC17211322" 1.3 201.44 10.93 NA NA
"DDTCZZC17212949" 1 4 "公" "育1" 172 "DDTCZZC15202302" 1.4 180.97 11.34 NA NA
"DDTCZZC14201180" 1 0 "公" "育1" 143 "DDTCZZC13020348" 1.6 157.19 8.72 NA NA
"DDTCZZC16208668" 1 0 "母" "育1" 162 "DDTCZZC15202957" 1.6 157.38 11.68 NA NA
"DDTCZZC14201036" 1 0 "母" "育1" 143 "DDTCZZC13020338" 0 178.72 10.05 NA NA
"DDTCZZC17213186" 1 1 "公" "育1" 172 "DDTCZZC16208333" 1.9 175.76 14.36 NA NA
"DDTCZZC18215684" 1 1 "公" "育3" 181 "DDTCZZC17211796" 1.5 174.46 15.6 NA NA
"DDTCZZC18215468" 1 3 "公" "育3" 181 "DDTCZZC16208103" 1.4 167.5 12.47 NA NA
"DDTCZZC15202312" 1 4 "母" "育1" 152 "DDTCZZC13020423" 1.45 179.34 9.62 NA NA
"DDTCZZC17213054" 1 3 "公" "育1" 172 "DDTCZZC15201927" 1.6 184.26 10.38 NA NA
"DDTCZZC18215584" 1 2 "公" "育3" 182 "DDTCZZC17211964" 0.9 232.45 8.74 NA NA
"DDTCZZC19227022" 1 3 "公" "测01" 193 "DDTCZZC17217577" 1.2 160.81 15.63 26.91 48.82
"DDTCZZC15203766" 1 3 "母" "育1" 154 "DDTCZZC13020346" 1.75 182.69 10.98 NA NA
"DDTCZZC18218354" 1 2 "公" "育1" 182 "DDTCZZC17214381" 1.8 207.08 8.17 NA NA
"DDTCZZC14200367" 1 0 "母" "育1" 141 "DDTCZZC13020376" 2.1 175.07 11.38 NA NA
"DDTCZZC16207539" 1 5 "公" "育3" 163 "DDTCZZC14200072" 1.4 160.36 9.78 NA NA
"DDTCZZC15202700" 1 2 "母" "育1" 152 "DDTCZZC14200147" 1.7 165.84 12.73 NA NA
"DDTCZZC15204697" 1 3 "母" "育1" 151 "DDTCZZC13020373" 1.15 177.19 13.68 NA NA
"DDTCZZC15206509" 1 5 "母" "育1" 153 "DDTCZZC13020431" 1.4 162.83 13.61 NA NA
"DDTCZZC14201239" 1 0 "公" "育1" 142 "DDTCZZC13020489" 1.8 150.66 13.57 NA NA
"DDTCZZC14200043" 1 0 "母" "育1" 141 "DDTCZZC13020487" 1.5 173.31 15.59 NA NA
"DDTCZZC14200308" 1 0 "公" "育1" 141 "DDTCZZC13020328" 1.35 166.02 11.09 NA NA
"DDTCZZC16209150" 1 0 "母" "育1" 162 "DDTCZZC14201086" 0 163.11 9.76 NA NA
"DDTCZZC15204473" 1 0 "母" "育1" 151 "DDTCZZC14200076" 1.7 165.31 12.67 NA NA
"DDTCZZC17211110" 1 4 "公" "育1" 173 "DDTCZZC15202811" 1.3 166.4 11.42 16.4 46.16
"DDTCZZC17210141" 1 4 "公" "育1" 173 "DDTCZZC15203072" 1.7 173.99 8.08 NA NA
"DDTCZZC17213034" 1 4 "母" "育1" 172 "DDTCZZC15202468" 1.5 172.94 9.51 NA NA
"DDTCZZC17217511" 1 1 "母" "育2" 173 "DDTCZZC16211555" 1.2 180.17 12.53 NA NA
"DDTCZZC17214429" 1 2 "公" "育1" 174 "DDTCZZC15206892" 1.5 178.66 10.14 NA NA
"DDTCZZC18216150" 1 1 "母" "育2" 183 "DDTCZZC17211393" 1.5 213.81 9.86 NA NA
"DDTCZZC19227011" 1 3 "公" "测02" 193 "DDTCZZC17217578" 1.2 149.64 13.37 34.58 52.62
"DDTCZZC18215506" 1 1 "母" "育1" 182 "DDTCZZC17210220" 0.8 197.52 9.05 NA NA
"DDTCZZC16208744" 1 0 "母" "育1" 162 "DDTCZZC15202384" 0 171.83 12.71 NA NA
"DDTCZZC18216477" 1 1 "母" "育3" 181 "DDTCZZC17213387" 1.4 226.45 10.01 NA NA
"DDTCZZC18220466" 1 1 "公" "育2" 183 "DDTCZZC17217152" 1 183.23 7.42 29.26 52.61
"DDTCZZC18216434" 1 5 "公" "育3" 181 "DDTCZZC15202792" 1.9 179.86 9.01 NA NA
"DDTCZZC18216946" 1 1 "母" "育1" 181 "DDTCZZC17211967" 1 NA 11.17 NA NA
"DDTCZZC17214419" 1 3 "母" "育1" 174 "DDTCZZC15202287" 0.6 176.12 9.42 NA NA
"DDTCZZC17213111" 1 4 "母" "育1" 173 "DDTCZZC15203073" 1.2 186.08 9.33 NA NA
"DDTCZZC15204682" 1 1 "公" "育1" 151 "DDTCZZC14200391" 1.35 159.56 10.03 NA NA
"DDTCZZC15201771" 1 1 "公" "育1" 154 "DDTCZZC14200217" 1.4 170.08 9.99 NA NA
"DDTCZZC18220084" 1 1 "母" "育2" 183 "DDTCZZC17213245" 1.4 192.54 9.97 32.67 53.06
"DDTCZZC18218856" 1 4 "公" "育2" 183 "DDTCZZC16209095" 1 222.05 9.5 NA NA
"DDTCZZC15201609" 1 1 "母" "育1" 151 "DDTCZZC14200411" 1.2 181.58 12.1 NA NA
"DDTCZZC16209098" 1 2 "母" "育1" 162 "DDTCZZC15201739" 0.7 177.59 12.92 NA NA
"DDTCZZC14200826" 1 0 "公" "育1" 142 "DDTCZZC13020384" 1.6 181.99 11.51 NA NA
"DDTCZZC16212165" 1 0 "公" "育3" 163 "DDTCZZC14201539" 1.6 186.89 8.67 NA NA
"DDTCZZC19227056" 1 2 "公" "测02" 193 "DDTCZZC18215175" 1.5 145.77 13.02 30.93 51.31
"DDTCZZC16214970" 1 0 "公" "育1" 164 "DDTCZZC14201106" 0.9 188 9.54 NA NA
"DDTCZZC17213612" 1 6 "公" "育1" 171 "DDTCZZC14200404" 1.7 171.11 11.38 NA NA
"DDTCZZC15201729" 1 3 "母" "育1" 154 "DDTCZZC13020439" 1.4 173.08 14.64 NA NA
"DDTCZZC15202117" 1 3 "母" "育1" 154 "DDTCZZC13020434" 1.8 163.8 14.61 NA NA
"DDTCZZC16207280" 1 0 "公" "育1" 161 "DDTCZZC14200186" 0 167.89 9.46 NA NA
"DDTCZZC18219778" 1 2 "母" "育2" 183 "DDTCZZC17213733" 1.9 178.67 8.42 NA NA
"DDTCZZC16209566" 1 0 "母" "育3" 162 "DDTCZZC14201564" 1.5 163.89 10.63 NA NA
"DDTCZZC18218705" 1 4 "母" "育1" 183 "DDTCZZC16208395" 1.4 199.23 7.42 25.04 50.96
"DDTCZZC18216601" 1 1 "母" "育2" 181 "DDTCZZC17214217" 1.4 204.82 9.74 NA NA
"DDTCZZC17211353" 1 4 "公" "育1" 173 "DDTCZZC15203275" 1.8 172.4 13.54 NA NA
"DDTCZZC17217335" 1 4 "母" "育2" 173 "DDTCZZC15204982" 1.6 183.37 11.39 NA NA
"DDTCZZC16207338" 1 4 "母" "育3" 163 "DDTCZZC14201263" 1 185.71 8.64 NA NA
"DDTCZZC17213346" 1 4 "公" "育1" 172 "DDTCZZC15202955" 1.5 186.01 9.33 NA NA
"DDTCZZC17213267" 1 4 "公" "育3" 173 "DDTCZZC15203104" 0.8 193.09 13.61 NA NA
"DDTCZZC16207384" 1 5 "公" "育3" 163 "DDTCZZC14200190" 1.5 164.57 9.51 NA NA
"DDTCZZC16209846" 1 4 "公" "育3" 163 "DDTCZZC14201264" 1.6 159.59 9.73 NA NA
"DDTCZZC15201788" 1 1 "母" "育1" 154 "DDTCZZC14200147" 1.1 182.42 10.88 NA NA
"DDTCZZC15202442" 1 3 "公" "育1" 151 "DDTCZZC13020390" 1.2 165.04 10.42 NA NA
"DDTCZZC15203245" 1 2 "母" "育1" 152 "DDTCZZC14200147" 0.95 186.41 12.05 NA NA
"DDTCZZC17211955" 1 4 "公" "育1" 171 "DDTCZZC15201737" 1.3 208.38 12.33 NA NA
"DDTCZZC16207387" 1 5 "公" "育3" 163 "DDTCZZC14200190" 1.1 199.73 9.13 NA NA
"DDTCZZC18210893" 1 6 "公" "育3" 184 "DDTCZZC15203773" 1.3 209.76 12.9 NA NA
"DDTCZZC18220114" 1 2 "公" "育1" 184 "DDTCZZC17210246" 1.9 196.59 8.06 20.67 49.02
"DDTCZZC18220128" 1 3 "母" "育1" 184 "DDTCZZC17214283" 1.7 178 9.55 29.36 51.91
"DDTCZZC17214116" 1 5 "母" "育1" 171 "DDTCZZC14201106" 1.4 167.56 12.55 NA NA
"DDTCZZC16207747" 1 0 "母" "育1" 162 "DDTCZZC15203175" 1.6 170.69 10.99 NA NA
"DDTCZZC17213736" 1 4 "公" "育1" 171 "DDTCZZC15201669" 1.3 192.33 10.14 NA NA
"DDTCZZC16207361" 1 3 "公" "育3" 163 "DDTCZZC14202020" 1.7 165.49 10.07 NA NA
"DDTCZZC15203466" 1 4 "公" "育1" 152 "DDTCZZC130A0352" 1.5 165.52 11.8 NA NA
"DDTCZZC17213237" 1 4 "公" "育1" 173 "DDTCZZC15204922" 2.2 169.73 9.1 NA NA
"DDTCZZC15202463" 1 1 "公" "育1" 151 "DDTCZZC14200186" 1.5 169.67 10.2 NA NA
"DDTCZZC15204458" 1 1 "公" "育1" 151 "DDTCZZC14200002" 1.3 163.59 11.52 NA NA
"DDTCZZC16208151" 1 0 "公" "育3" 162 "DDTCZZC15204695" 1.1 154.16 9.96 NA NA
"DDTCZZC15202950" 1 0 "母" "育1" 151 "DDTCZZC13020490" 1.9 171.46 10.18 NA NA
"DDTCZZC15202087" 1 3 "公" "育1" 154 "DDTCZZC13020378" 1.5 160.07 14.87 NA NA
"DDTCZZC15202267" 1 4 "母" "育1" 151 "DDTCZZC13020374" 1.2 169.01 12.86 NA NA
"DDTCZZC18219277" 1 1 "公" "育2" 183 "DDTCZZC17217720" 1.6 182.13 7.99 NA NA
"DDTCZZC18216056" 1 2 "公" "育1" 184 "DDTCZZC16209963" 1.4 190.56 12.52 NA NA
"DDTCZZC16207906" 1 1 "公" "育3" 163 "DDTCZZC15206775" 1.2 152.53 7.29 NA NA
"DDTCZZC16208112" 1 0 "母" "育3" 162 "DDTCZZC15204982" 1.5 151.63 10.79 NA NA
"DDTCZZC16207764" 1 0 "母" "育1" 162 "DDTCZZC15203026" 1.4 155.93 10.11 NA NA
"DDTCZZC18220492" 1 1 "母" "育2" 183 "DDTCZZC17217121" 1.2 171.35 8.75 NA NA
"DDTCZZC16209835" 1 3 "公" "育3" 163 "DDTCZZC15203701" 1.6 183.2 9.71 NA NA
"DDTCZZC14200207" 1 0 "母" "育1" 141 "DDTCZZC13020398" 1.25 194.22 14.77 NA NA
"DDTCZZC17210053" 1 4 "母" "育1" 172 "DDTCZZC15203305" 1.4 186.68 12.36 NA NA
"DDTCZZC16207085" 1 0 "公" "育1" 162 "DDTCZZC14201143" 1.3 171.42 7.54 NA NA
"DDTCZZC17213619" 1 0 "母" "育1" 171 "DDTCZZC14201261" 1.8 178.6 13.26 NA NA
"DDTCZZC15202120" 1 3 "母" "育1" 154 "DDTCZZC13020371" 1.65 168.83 12.21 NA NA
"DDTCZZC14200198" 1 0 "公" "育1" 141 "DDTCZZC13020446" 1.4 162.08 10.75 NA NA
"DDTCZZC18216487" 1 4 "公" "育1" 182 "DDTCZZC16209112" 1.5 187.66 11.89 NA NA
"DDTCZZC18219804" 1 2 "母" "育2" 183 "DDTCZZC17213491" 0.9 184.3 9.05 NA NA
"DDTCZZC17214104" 1 6 "母" "育1" 171 "DDTCZZC14200391" 1.5 167.08 11.56 NA NA
"DDTCZZC16208752" 1 0 "母" "育1" 162 "DDTCZZC15201787" 0 168.88 8.39 NA NA
"DDTCZZC15206724" 1 5 "母" "育1" 153 "DDTCZZC13020439" 1.2 183.05 11.86 NA NA
"DDTCZZC15202256" 1 4 "公" "育1" 152 "DDTCZZC130A0441" 1.4 189.06 11.03 NA NA
"DDTCZZC18219834" 1 2 "母" "育2" 183 "DDTCZZC17213050" 1.6 194.12 9.52 NA NA
"DDTCZZC17214270" 1 3 "公" "育1" 171 "DDTCZZC15203103" 1.6 185.29 10.05 NA NA
"DDTCZZC18217203" 1 4 "公" "育3" 184 "DDTCZZC15206453" 1.3 184.15 12.14 NA NA
"DDTCZZC16208116" 1 0 "公" "育3" 162 "DDTCZZC15202725" 1.4 155.97 10.65 NA NA
"DDTCZZC14200421" 1 0 "公" "育1" 141 "DDTCZZC13020394" 1.3 166.47 13.73 NA NA
"DDTCZZC18216485" 1 6 "母" "育1" 182 "DDTCZZC15203240" 1.6 198.11 6.58 NA NA
"DDTCZZC18215707" 1 3 "公" "育3" 181 "DDTCZZC16209095" 1.5 180.05 8.55 NA NA
"DDTCZZC15201693" 1 1 "公" "育1" 151 "DDTCZZC14200071" 1.8 156.95 8.97 NA NA
"DDTCZZC17217972" 1 6 "公" "育3" 174 "DDTCZZC14201565" 1.6 171.91 11.87 NA NA
"DDTCZZC17212845" 1 2 "公" "育3" 173 "DDTCZZC16207018" 1.4 182.43 8.86 NA NA
"DDTCZZC18220761" 1 2 "母" "育1" 184 "DDTCZZC17212909" 1.8 176.01 11.3 NA NA
"DDTCZZC14201335" 1 0 "公" "育1" 143 "DDTCZZC13020420" 1.65 152.69 9.79 NA NA
"DDTCZZC15202302" 1 4 "母" "育1" 152 "DDTCZZC13020331" 1.45 154.61 11.04 NA NA
"DDTCZZC18215070" 1 2 "母" "育1" 182 "DDTCZZC17213630" 1.5 184.24 11.18 NA NA
"DDTCZZC17213965" 1 2 "公" "育1" 171 "DDTCZZC15202793" 1 201.65 11.16 NA NA
"DDTCZZC15202508" 1 0 "母" "育1" 152 "DDTCZZC14201230" 1.7 171.75 10.05 NA NA
"DDTCZZC18218235" 1 2 "公" "育2" 182 "DDTCZZC17214505" 1.7 234.82 8.33 31.3 53.1
"DDTCZZC15203038" 1 0 "母" "育1" 153 "DDTCZZC14203547" 1.6 167.6 12.51 NA NA
"DDTCZZC18216391" 1 1 "母" "育3" 181 "DDTCZZC17213046" 1.6 191.29 13.92 NA NA
"DDTCZZC17211760" 1 3 "母" "育1" 171 "DDTCZZC15203092" 1.5 165.37 10.36 NA NA
"DDTCZZC17217729" 1 1 "公" "育3" 173 "DDTCZZC16213817" 1.6 172.47 10.16 NA NA
"DDTCZZC15201710" 1 3 "公" "育1" 154 "DDTCZZC13020439" 1.75 162.61 11.62 NA NA
"DDTCZZC17213269" 1 4 "公" "育3" 173 "DDTCZZC15202757" 2.2 180.46 15.89 NA NA
"DDTCZZC16209002" 1 1 "母" "育1" 162 "DDTCZZC15204954" 1.2 183.79 9.67 NA NA
"DDTCZZC17210026" 1 1 "公" "育1" 172 "DDTCZZC16207768" 1.5 217.53 12.4 NA NA
"DDTCZZC18216021" 1 5 "母" "育2" 184 "DDTCZZC15203073" 1.5 196.57 12.65 NA NA
"DDTCZZC17214651" 1 4 "母" "育1" 173 "DDTCZZC15202830" 1.3 175.02 10.14 NA NA
"DDTCZZC16209186" 1 0 "公" "育1" 162 "DDTCZZC14200002" 0 150.88 10.66 NA NA
"DDTCZZC15203287" 1 4 "母" "育1" 152 "DDTCZZC13020382" 1.6 157.19 12 NA NA
"DDTCZZC16209588" 1 0 "母" "育3" 162 "DDTCZZC15201949" 0.8 186.2 13.57 NA NA
"DDTCZZC17214665" 1 4 "公" "育1" 173 "DDTCZZC15203184" 1.8 195.13 13.31 NA NA
"DDTCZZC18216212" 1 1 "公" "育3" 181 "DDTCZZC17213099" 1.5 186.44 8.51 NA NA
"DDTCZZC17217399" 1 4 "母" "育2" 173 "DDTCZZC15203196" 2 185.67 9.88 NA NA
"DDTCZZC16207909" 1 1 "公" "育3" 163 "DDTCZZC15206775" 1.5 170.93 8 NA NA
"DDTCZZC15201965" 1 1 "母" "育1" 153 "DDTCZZC14200897" 1.6 176.79 12.38 NA NA
"DDTCZZC15201642" 1 1 "母" "育1" 151 "DDTCZZC14200110" 1 199.74 9.42 NA NA
"DDTCZZC16209535" 1 0 "公" "育1" 162 "DDTCZZC14202017" 1.3 149.33 10.25 NA NA
"DDTCZZC18216146" 1 1 "公" "育2" 183 "DDTCZZC17211393" 1.3 197.34 8.86 NA NA
"DDTCZZC16209733" 1 4 "公" "育1" 162 "DDTCZZC14200391" 0 154.75 10.09 NA NA
"DDTCZZC16208980" 1 2 "母" "育1" 162 "DDTCZZC15201371" 0 183.23 8.04 NA NA
"DDTCZZC15202496" 1 0 "公" "育1" 151 "DDTCZZC14200214" 1.5 155.38 10.58 NA NA
"DDTCZZC15203430" 1 0 "公" "育1" 152 "DDTCZZC13020413" 1.9 175.01 9.3 NA NA
"DDTCZZC18220513" 1 4 "母" "育2" 183 "DDTCZZC16207340" 1.6 213.63 11.64 32.75 52.51
"DDTCZZC14200799" 1 0 "母" "育1" 141 "DDTCZZC13020429" 0 169.81 11.54 NA NA
"DDTCZZC16207452" 1 1 "公" "育1" 162 "DDTCZZC15204929" 0.8 207.42 10.67 NA NA
"DDTCZZC18220736" 1 1 "公" "育1" 183 "DDTCZZC17217124" 1.6 168.44 8.8 26.59 51.08
"DDTCZZC16208666" 1 1 "母" "育1" 162 "DDTCZZC15203191" 2.2 156.81 10.81 NA NA
"DDTCZZC15202996" 1 1 "母" "育1" 151 "DDTCZZC14200300" 2 157.93 10.55 NA NA
"DDTCZZC15205920" 1 1 "母" "育1" 153 "DDTCZZC14202004" 1 181.41 11.15 NA NA
"DDTCZZC16207710" 1 2 "母" "育1" 162 "DDTCZZC15201448" 1.3 190.15 11.11 NA NA
"DDTCZZC15203272" 1 2 "公" "育1" 152 "DDTCZZC14200202" 1.85 169.82 12.45 NA NA
"DDTCZZC15203243" 1 2 "母" "育1" 152 "DDTCZZC14200147" 1.1 172.05 14.42 NA NA
"DDTCZZC17217576" 1 4 "公" "育3" 174 "DDTCZZC15205944" 1.7 169.87 11.13 NA NA
"DDTCZZC15204644" 1 1 "母" "育1" 151 "DDTCZZC14200402" 1.45 166.93 12.84 NA NA
"DDTCZZC18218037" 1 3 "母" "育1" 182 "DDTCZZC16212014" 1.4 174.73 8.17 NA NA
"DDTCZZC18215467" 1 3 "母" "育3" 181 "DDTCZZC16208103" 1.2 206.72 10.02 NA NA
"DDTCZZC16207987" 1 2 "公" "育3" 163 "DDTCZZC15204606" 1.3 171.97 9.83 NA NA
"DDTCZZC16209779" 1 0 "公" "育1" 162 "DDTCZZC14201089" 0 140.41 8.94 NA NA
"DDTCZZC14200992" 1 0 "母" "育1" 142 "DDTCZZC13020337" 0 179.44 11.55 NA NA
"DDTCZZC17213634" 1 5 "母" "育1" 171 "DDTCZZC14203514" 1.9 177.19 9.08 NA NA
"DDTCZZC17212801" 1 4 "公" "育3" 173 "DDTCZZC15202726" 1.3 171.83 13.08 NA NA
"DDTCZZC17212834" 1 1 "公" "育3" 173 "DDTCZZC16214966" 1.5 187.86 10.7 NA NA
"DDTCZZC18219302" 1 1 "母" "育2" 183 "DDTCZZC17217917" 1.5 187.79 9.27 33.46 53.62
"DDTCZZC15204928" 1 1 "公" "育1" 152 "DDTCZZC14203608" 1.3 161.26 8.42 NA NA
"DDTCZZC16207898" 1 3 "公" "育1" 164 "DDTCZZC15204653" 1.7 156.63 8 NA NA
"DDTCZZC14200021" 1 0 "母" "育1" 141 "DDTCZZC13020332" 1.3 182.69 12.67 NA NA
"DDTCZZC15205956" 1 5 "母" "育1" 153 "DDTCZZC13020408" 1.2 169.67 11.43 NA NA
"DDTCZZC18219035" 1 4 "母" "育1" 182 "DDTCZZC16208735" 1 220.97 8.65 NA NA
"DDTCZZC18219255" 1 3 "母" "育2" 183 "DDTCZZC17211052" 2 216.25 5.9 NA NA
"DDTCZZC18218459" 1 2 "母" "育3" 182 "DDTCZZC17214853" 1.3 181.41 16.03 NA NA
"DDTCZZC19226119" 1 3 "公" "测03" 193 "DDTCZZC17217062" 1.1 175.83 11.01 27.6 50.71
"DDTCZZC18216678" 1 6 "公" "育3" 181 "DDTCZZC15202123" 2.1 173.03 16.53 NA NA
"DDTCZZC15201623" 1 1 "母" "育1" 151 "DDTCZZC14200202" 1.4 174.2 14.9 NA NA
"DDTCZZC17214298" 1 4 "公" "育1" 171 "DDTCZZC15204492" 1.3 172.32 13.55 NA NA
"DDTCZZC15204617" 1 4 "公" "育1" 151 "DDTCZZC13020334" 1.45 158.05 10.22 NA NA
"DDTCZZC15205958" 1 5 "母" "育1" 153 "DDTCZZC13020408" 1.2 164.95 10.83 NA NA
"DDTCZZC18220162" 1 1 "公" "育1" 184 "DDTCZZC17217921" 1.6 170.23 8.34 26.25 51.11
"DDTCZZC15205932" 1 5 "母" "育1" 153 "DDTCZZC13020356" 1.6 161.91 13.73 NA NA
"DDTCZZC15203731" 1 3 "母" "育1" 154 "DDTCZZC13020389" 1.85 170.86 10.47 NA NA
"DDTCZZC16207555" 1 2 "母" "育3" 163 "DDTCZZC15204678" 1.3 192.62 10.15 NA NA
"DDTCZZC15202446" 1 3 "公" "育1" 151 "DDTCZZC13020390" 1.3 172.64 12.36 NA NA
"DDTCZZC16210629" 1 2 "公" "育3" 163 "DDTCZZC15202915" 1.6 150.14 10.85 NA NA
"DDTCZZC15202198" 1 3 "公" "育1" 154 "DDTCZZC13020371" 1.85 157.61 13.03 NA NA
"DDTCZZC17214244" 1 3 "公" "育1" 171 "DDTCZZC15203287" 2.2 156.22 11.52 NA NA
"DDTCZZC14200387" 1 0 "母" "育1" 141 "DDTCZZC13020351" 0 170.99 10.37 NA NA
"DDTCZZC16207031" 1 4 "母" "育1" 162 "DDTCZZC14200511" 1.5 166.23 9.05 NA NA
"DDTCZZC15201781" 1 1 "公" "育1" 154 "DDTCZZC14200147" 0.95 180.37 9.67 NA NA
"DDTCZZC15206862" 1 1 "公" "育1" 153 "DDTCZZC14201036" 1.6 165.03 10.34 NA NA
"DDTCZZC16209590" 1 0 "母" "育3" 162 "DDTCZZC15206838" 0 174.2 9.49 NA NA
"DDTCZZC17210941" 1 5 "母" "育1" 172 "DDTCZZC15201737" 1.7 191.38 10.01 NA NA
"DDTCZZC17217817" 1 5 "母" "育1" 174 "DDTCZZC15202302" 1.2 185.47 12.52 NA NA
"DDTCZZC18215649" 1 1 "公" "育3" 181 "DDTCZZC17214139" 1.3 199.5 10.27 NA NA
"DDTCZZC15204426" 1 0 "母" "育1" 151 "DDTCZZC14200117" 1.3 163.42 11.79 NA NA
"DDTCZZC18217246" 1 6 "母" "育1" 184 "DDTCZZC14201042" 1.3 209.05 14.24 NA NA
"DDTCZZC15201420" 1 1 "公" "育1" 154 "DDTCZZC14200167" 1.3 167.93 12.55 NA NA
"DDTCZZC17213798" 1 4 "公" "育1" 171 "DDTCZZC15201777" 1.3 169.68 13.49 NA NA
"DDTCZZC15202516" 1 1 "公" "育1" 152 "DDTCZZC14201264" 1.65 169 8.82 NA NA
"DDTCZZC17213052" 1 3 "母" "育1" 172 "DDTCZZC15201927" 1.4 161 11.99 NA NA
"DDTCZZC17210159" 1 2 "公" "育1" 173 "DDTCZZC16208730" 1.2 171.11 14.94 NA NA
"DDTCZZC19226160" 1 2 "公" "测03" 193 "DDTCZZC18216939" 1.4 158.07 15.98 21.4 46.53
"DDTCZZC16209039" 1 0 "公" "育1" 162 "DDTCZZC15203240" 1.3 164.05 10.66 NA NA
"DDTCZZC14202028" 1 0 "母" "育1" 144 "DDTCZZC13020487" 1.4 161.97 10.83 NA NA
"DDTCZZC15203108" 1 1 "母" "育1" 152 "DDTCZZC14203698" 1.55 162.07 9.29 NA NA
"DDTCZZC15203497" 1 4 "公" "育1" 151 "DDTCZZC13020394" 1 168.64 12.29 NA NA
"DDTCZZC16208300" 1 0 "公" "育1" 164 "DDTCZZC15201695" 2.1 153.81 9.02 NA NA
"DDTCZZC16208982" 1 2 "母" "育1" 162 "DDTCZZC15201371" 0 171.15 9.9 NA NA
"DDTCZZC17210555" 1 0 "母" "育1" 174 "DDTCZZC15202249" 1.1 182.27 11.54 NA NA
"DDTCZZC19226127" 1 5 "公" "测04" 194 "DDTCZZC17214218" 1.8 133.86 11.1 29.75 51.52
"DDTCZZC17213934" 1 4 "公" "育1" 174 "DDTCZZC15201484" 1.3 195.39 8.81 NA NA
"DDTCZZC15202781" 1 2 "母" "育1" 153 "DDTCZZC14200076" 1.6 165.05 11.39 NA NA
"DDTCZZC17210172" 1 5 "公" "育1" 173 "DDTCZZC15201460" 1.2 184.51 10.76 NA NA
"DDTCZZC17213586" 1 1 "公" "育1" 172 "DDTCZZC16209441" 1.7 169.96 10.12 NA NA
"DDTCZZC14200075" 1 0 "母" "育1" 141 "DDTCZZC13020489" 0 156.5 13.31 NA NA
"DDTCZZC16211590" 1 0 "公" "育1" 163 "DDTCZZC15201460" 2 146.28 12.21 NA NA
"DDTCZZC18217280" 1 6 "公" "育3" 184 "DDTCZZC15201382" 1.3 194.34 13.66 NA NA
"DDTCZZC15203155" 1 1 "母" "育1" 152 "DDTCZZC14203514" 1.5 170.26 10.42 NA NA
"DDTCZZC18218334" 1 1 "公" "育1" 182 "DDTCZZC17211822" 1.4 197.04 8.93 NA NA
