ID	HTD	CDSD	DIMph	AGE	lg0	lg1	lg2	lg3	lg4	Milkyield
310204130235	263201812	20183	3	25	0.707106781	-0.957492727	0.659077124	-0.041099197	-0.599453503	38
310204130235	26320191	20183	5	26	0.707106781	-0.757087273	0.115742215	0.629869086	-0.889128095	39
310204130235	26320192	20183	7	27	0.707106781	-0.475035152	-0.433777844	0.815545333	-0.191252966	39
310204130235	26320193	20183	9	28	0.707106781	-0.222672727	-0.712196694	0.482114382	0.542658561	41
310204130235	26320194	20183	11	29	0.707106781	-0.05195697	-0.786331376	0.118695613	0.781200249	40
310204130235	26320195	20183	13	30	0.707106781	0.185560606	-0.73615326	-0.408920037	0.617759774	39
310204130235	26320196	20183	15	31	0.707106781	0.445345455	-0.476986777	-0.795559009	-0.094122636	35
310204151513	263201812	20183	2	25	0.707106781	-1.076251515	1.040988338	-0.708048559	0.18717516	36
310204151513	26320191	20183	4	26	0.707106781	-0.875846061	0.422386255	0.296211159	-0.845393634	37
310204151513	26320192	20183	6	27	0.707106781	-0.593793939	-0.233065381	0.827522968	-0.561662543	38
310204151513	26320193	20183	8	28	0.707106781	-0.341431515	-0.606265117	0.681003093	0.233276203	40
310204151513	26320194	20183	10	29	0.707106781	-0.170715758	-0.744516279	0.378505341	0.644422879	39
310204151513	26320195	20183	12	30	0.707106781	0.066801818	-0.783543702	-0.152308788	0.771902255	35
310204151513	26320196	20183	14	31	0.707106781	0.326586667	-0.621945778	-0.659640339	0.276737989	33
310204140767	263201811	20183	1	24	0.707106781	-1.202432727	1.495640397	-1.671348597	1.751165243	22
310204140767	263201812	20183	2	25	0.707106781	-1.016872121	0.844457385	-0.347186907	-0.277733959	31
310204140767	26320191	20183	4	26	0.707106781	-0.816466667	0.263488889	0.485029661	-0.906790278	33
